PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
CCC1CCC2=C(C1)C=C(S2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCOCC4,Active
CCC1CCC2=C(C1)C=C(S2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCC4,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=CC=CC=C2OC)C3=CC=CS3,Active
COC1=CC=CC=C1CC(=O)N(CCC2=CCCCC2)C3=C(N(C(=O)NC3=O)CC4=CC=CC=C4)N,Active
CC(C)(C(=O)NCC(C1=CC=C(C=C1)OC)N2CCCCC2)OC3=CC=C(C=C3)Cl,Active
CC(C)(C(=O)NC1CCN(CC1)CC2=CC=CC=C2)OC3=CC=C(C=C3)Cl,Active
CC1CCC2=C(C1)C=C(S2)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)OC)C3=CC=CO3,Active
CCC1=C(SC(=C1)C(=O)NCC2(CCCCC2)N3CCCCC3)C,Active
CC(C(=O)NCC(C1=CC=C(C=C1)OC)N2CCCC2)OC3=CC=C(C=C3)Br,Active
CC1=CC(=CC=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C)(C)N3CCOCC3,Active
COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC)N4CCCCC4,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)F)C4=CC=CC=C4,Active
C=CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,Active
CC1=CC=C(C=C1)S(=O)(=O)NC(CC(C)C)C(=O)NCC(C2=CC=CO2)N3CCCCC3,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)Br)C3=CC=C(C=C3)OC,Active
CC1=CN=C(C=N1)C(=O)OCC(=O)N(CCOC)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,Active
C1CCN(CC1)C(CNC(=O)C2=CC3=C(S2)CCCC3)C4=CC=CO4,Active
CC(C)(C(=O)NCC(C1=CC=C(C=C1)OC)N2CCOCC2)OC3=CC=C(C=C3)Cl,Active
C1CCC2C(C1)C(=O)N(C2=O)CC(=O)OCC(=O)NNC(=O)C3=CC=C(C=C3)Cl,Active
CC(C(=O)NC1CCN(CC1)CC2=CC=CC=C2)OC3=CC=C(C=C3)Br,Active
C1CN(CC1NC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])CC3=CC=CC=C3,Active
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CN3C(=O)C4(CCCC5=CC=CC=C54)NC3=O,Active
COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)F)N4CCCCC4,Active
CCC1CCC2=C(C1)C=C(S2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,Active
CC1=CC(=C(C=C1)C)OCC(=O)NNC(=O)CCN2CCN(CC2)C3=CC=CC=C3,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)NCC2=CC=CC=C2)C3=CC=C(C=C3)OC,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCN(CC2)C3=CC=CC=C3)C4=CC=CC=C4,Active
CN(CC1=CC=C(C=C1)F)CC(=O)NNC(=O)C2=CC=C(C=C2)Cl,Active
CC1CCC(CC1)NC(=O)CNC(=O)C2=CC3=CC=CC=C3C=C2,Active
CC(C(=O)NCC(C1=CC=C(C=C1)OC)N2CCOCC2)OC3=CC=C(C=C3)Br,Active
CC(C(=O)NC1=NC(=CS1)C2=CC=CC=N2)OC3=CC=C(C=C3)F,Active
CCOC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3CCCO3,Active
COCCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)COC(=O)/C=C/C3=CC(=C(C=C3)OC)OC,Active
CCOC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,Active
COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=C(C=C2)Cl)NC(=O)C3=CC=CS3)N4CCCC4,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=CC=CC=C2OC)C3=CC=CO3,Active
CC1=C(C(=CC=C1)C)NC(=O)CN(C)C(=O)C2=CC(=C(C=C2)N3C=NC=N3)[N+](=O)[O-],Active
CCOC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C(=O)NCC(C3=CC=CC=C3)N(C)C,Active
CN(CC(=O)NC1=CC=CC=C1Cl)C(=O)COC(=O)C2=NC(=C(C(=C2Cl)Cl)Cl)Cl,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N(C)C2=CC=C(C=C2)OC)C3=CC=CS3,Active
CC1=C(C=C(C=C1)C(=O)NC2CCN(CC2)CC3=CC=CC=C3)S(=O)(=O)N4CCOCC4,Active
COC1=CC=C(C=C1)C(CNC(=O)CC2=CC(=C(C=C2)Cl)Cl)N3CCCCC3,Active
CC1=C(OC2=C1C=CC=C2Cl)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N(C)C4CCN(CC4)C,Active
C1CC(OC1)CNC(=O)C2=CC=CC=C2OCC3=CC=C(C=C3)F,Active
CC1(CC2=C(O1)C(=CC=C2)OCC(=O)OCC(=O)C3=CC=CC=C3OC)C,Active
CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)CCOC2=CC=CC=C2C,Active
COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC)N4CCCC4,Active
CC(=O)N1CCN(CC1)C(=O)COC(=O)C2=C(C=C(C=C2)SC)OC,Active
CN(CC(=O)NC1=CC=C(C=C1)Cl)C(=O)C2=CC(=CC=C2)S(=O)(=O)NCC3=CC=CC=C3,Active
CC1CC1C(=O)N2CCN(CC2)S(=O)(=O)C3=C(C=C(C=C3)C)C,Active
CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCCC4,Active
CC1=CC(=CC=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active
C1CCC(=CC1)CCNC(=O)COC(=O)C2=CC=CC=C2NCCO,Active
C1CC1NC(=O)COC(=O)/C=C/C2=CC=C(C=C2)C(F)(F)F,Active
CC1=C(C(=NN1CCOC2=CC(=CC=C2)Cl)C)[N+](=O)[O-],Active
CCC1=C(SC(=C1)C(=O)NNC(=O)CCN2CCN(CC2)C3=CC=CC=C3)C,Active
CC1=CC=C(C=C1)OCCC(=O)OCC(=O)NC2=C(C=CC(=C2)C(=O)OC)C(=O)OC,Active
CC1=CC=CC=C1OCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C3CCN(CC3)C,Active
CC1=CC=C(C=C1)OCCC(=O)OCC(=O)NCCNC(=O)COC(=O)CCOC2=CC=C(C=C2)C,Active
CC(C(=O)N(CC1=CC=CC=C1)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N)OC4=CC=C(C=C4)Br,Active
CC1=CC(=C(S1)C)C(=O)CCC(=O)N(C)CC2=C(C(=C(C=C2)OC)OC)OC,Active
C1=CC=C(C(=C1)OCC(=O)NC2=CC3=C(C=C2)NC(=O)N3)Cl,Active
CC1=CC=C(C=C1)C(=O)CCC(=O)OCC2=NN=C(O2)C3=CC=CC=C3,Active
CSC1=C(C=CC=N1)C(=O)NC2CCN(CC2)CC3=CC=CC=C3,Active
CCOC1=C(C=C(C=C1)NC(=O)CN(C)C(=O)C2=CC(=C(C=C2)N3CCCC3)[N+](=O)[O-])OCC,Active
C1=CC=C(C(=C1)C(=O)NNC(=O)CNC(=O)C2=CC=CC=C2F)O,Active
CC(C1=CC=C(C=C1)N2C=CN=C2)NC(=O)CCNC(=O)C3=CC=CC=C3Cl,Active
CCC1=C(SC(=C1)C(=O)NCC(C2=CC=CO2)N3CCCCC3)C,Active
COC1=CC=C(C=C1)C(CNC(=O)C(CCSC)NC(=O)C2=CC=CC=C2Cl)N3CCCCC3,Active
C1CCN(CC1)C2=CC=CC=C2NC(=O)C3CCN(CC3)C(=O)C4=CC=C(C=C4)Cl,Active
CN(CC(=O)NC1=CC=C(C=C1)OC)C(=O)C2=COCCO2,Active
C1CN(C1)C(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3Cl,Active
CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N(C)C)F,Active
CC1=CC(=C(C=C1)Cl)OCC(=O)NCC(C2=CC=C(C=C2)OC)N3CCCCC3,Active
CC(C)C1=CC=CC=C1OCC(=O)N(C)CC(=O)NC2=CC=C(C=C2)F,Active
CC1=CC(=CC=C1)C(=O)NCC(C2=CC=CS2)N3CCOCC3,Active
CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCC4,Active
CC1=NC(=CC=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C3=CC=C(C=C3)F)Cl,Active
CC1=CC=CC=C1NS(=O)(=O)C2=CC=C(C=C2)C(=O)NCC(C3=CC=CO3)N(C)C,Active
CN(C1=CC=C(C=C1)OC)S(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCC4,Active
C1CN(CCC1NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)Br)CC4=CC=CC=C4,Active
CC1=CC=C(C=C1)C(=O)NCC(=O)NCCSC2=CC=C(C=C2)Br,Active
CCN(CC(=O)NC1=CC2=C(C=C1)OCCO2)C(=O)/C=C/C3=CC(=C(C=C3)OCC)OCC,Active
COC1=CC=C(C=C1)C(CNC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)OC)N4CCCCC4,Active
CCOC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=N2)SC(C)C(=O)N)C3=CC=C(C=C3)OC(F)F)O,Active
CCC1(C(=O)N(C(=O)N1)CC(=O)NNC(=O)CCN2CCN(CC2)C3=CC=CC=C3)C4=CC=CC=C4,Active
CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCC4)F,Active
CCOC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N(C)C,Active
CC1=CC=C(C=C1)C2=NN(C=C2/C=C/C(=O)N(C)CC(=O)NC3=CC=C(C=C3)OC)C4=CC=CC=C4,Active
C1COC(=CO1)C(=O)NCCN2C(=O)/C(=C/C3=CC(=C(C=C3)Cl)[N+](=O)[O-])/SC2=O,Active
C[C@@H](C(=O)OCC(=O)NNC(=O)C1=CC=CS1)NC(=O)C2=CC=CC=C2Cl,Active
CC1=CC(=NC=C1)NC(=O)C2=CC=C(C=C2)C(=O)C3=CC=CC=C3,Active
CCCCN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4)N,Active
CN(CC(=O)NC1=CC(=CC=C1)F)C(=O)/C=C/C2=C(C=CC(=C2)Br)OC(F)F,Active
CN(CC(=O)NC1=CC=C(C=C1)F)C(=O)CCC2=NC3=CC=CC=C3C(=O)N2,Active
CCCCCN(C1=C(N(C(=O)NC1=O)CCCC)N)C(=O)CCC(=O)OCC(=O)N(CC#N)C2=CC=CC=C2,Active
CN(C1CCS(=O)(=O)C1)C(=O)CSC2=NN=CN2C3=CC=CC=C3,Active
CC1CN(CC(O1)C)C(=O)COC(=O)C2=CC(=CN=C2)Br,Active
CC(C(=O)NC1=NC=C(C=C1)Cl)OC(=O)CC2CCCC2,Active
CC1=NC(=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,Active
CC1=CC=C(C=C1)/C=C/S(=O)(=O)NCC(=O)OC(C)C(=O)NC2=CC=C(C=C2)NC(=O)C,Active
CC1CCCN(C1)C(=O)C2=CC(=CC=C2)S(=O)(=O)NCC3=CC=CC=C3,Active
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=CC=C(C=C2)Br)C3=CC=C(C=C3)OC,Active
CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CS4)C,Active
COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,Active
CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)C2=CC=C(C=C2)OC(C)C)OCC,Active
CC1=CC(=C(C=C1)C)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NCC(C3=CC=CO3)N(C)C,Active
CCN(CC(=O)NC1=CC=C(C=C1)NC(=O)C)C(=O)/C=C/C2=CC(=C(C(=C2)Cl)OCC)OC,Active
CSCCC(C(=O)OCC1=CC(=O)OC2=C1C=CC(=C2)O)NS(=O)(=O)C3=CC=CC=C3,Active
CC1=CC(=CC=C1)C(=O)NCC(=O)NCC(C2=CC=C(C=C2)OC)N3CCCCC3,Active
CCOC(=O)N1CCN(CC1)C(=O)COC(=O)CSC2=CC=C(C=C2)[N+](=O)[O-],Active
CC1=CC=CC=C1CON2C3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)N=N2,Active
COC1=CC=C(C=C1)C(CNC(=O)C2=CC3=C(S2)CCCC3)N4CCOCC4,Active
CC1=CC(=C(C=C1)C)S(=O)(=O)NC2=CC=C(C=C2)C(=O)N3CCOCC3,Active
CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC=C(C=C2)N3CCCCC3)C4=CC=C(C=C4)[N+](=O)[O-],Active
CC1CCC(CC1)NC(=O)CN2C3=CC=CC=C3OC2=O,Active
COC1=CC=C(C=C1)C(CNC(=O)CCNS(=O)(=O)C2=CC=C(C=C2)Br)N3CCCC3,Active
CN(CC(=O)NCC(=O)NC1=CC=C(C=C1)F)CC(=O)NC2=CC=CC=C2SC,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC=C4.C(=O)(C(F)(F)F)O,Active
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC(=CC=C2)F.Cl,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64.C(=O)(C(F)(F)F)O,Active
CC1=C(C=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O)C.C(=O)(C(F)(F)F)O,Active
CC1=CC=CC=C1C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(C=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active
CCCCC1=C(N=CN1CC2=CC(=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4OC.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=NC=C4.C(=O)(C(F)(F)F)O,Active
CC1=CC=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=CC=C4)F.C(=O)(C(F)(F)F)O,Active
CC(=O)NC1=CC=C(C=C1)OCCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CS4.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=CC(=C4)F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC=C4Cl.C(=O)(C(F)(F)F)O,Active
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC(=C(C=C2)F)F.Cl,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=CC=C4)Cl.C(=O)(C(F)(F)F)O,Active
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=CC=CC=C2.Cl,Active
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC=CC=C4C#N.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=C(C=C(C=C6)F)N=C5C7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,Active
CCOC1=CC(=CC(=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O)OCC.C(=O)(C(F)(F)F)O,Active
CCC1=C(N=CN1CC2=CC(=CC=C2)C3=CC=CC=C3)C4CC4.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active
COC(=O)C1=CC(=CC=C1)OCCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(C=CC=C4F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=CC=CC=C6N=C5C7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(C=C(C=C4)C(F)(F)F)C(F)(F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(C=C(C=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active
COC1=C(C=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC12C(=O)NCN2C3=CC(=CC=C3)F)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=C(C=C4)OC(F)(F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC=CC(=C4)C#N.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=C(C=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active
COC1=CC=CC=C1OCCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=C(C=C4)F)C(F)(F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC(=CC=C4)OC(F)(F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC=CC=C4Cl.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C(C4=CC=CC=C4)C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active
COC1=CC=CC(=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O.C(=O)(C(F)(F)F)O,Active
CC1=C(N(C=N1)CCC2=CC=CC=C2OC)CC(C)C.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC=C4C(F)(F)F.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(C=C(C=C4)F)Cl.C(=O)(C(F)(F)F)O,Active
CC1=C(C=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O)F.C(=O)(C(F)(F)F)O,Active
CC(=O)NC1=CC=CC=C1OCCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(N=CC=C4)Cl.C(=O)(C(F)(F)F)O,Active
CN1C(=CC2=C(C1=O)C(=NO2)C3=CC=CC=C3)C4=CC=CC=C4,Active
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC=C(C=C4)CC#N.C(=O)(C(F)(F)F)O,Active
CCCCOC1=CC=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=C(C=C(C=C6)C#N)N=C5C7=CC=CC=C7.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active
COC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)CN5CCC(CC5)N6C7=CC=CC=C7NC6=O.C(=O)(C(F)(F)F)O,Active
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active
CN(CC1=CC=CC=C1)C(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCCN3C(=O)C4=CC=CC5=CC=CC=C54,Active
CC1=CC=C(C=C1)C(=O)C2=C3C=CC(=CC3=NN2CCC(=O)N)N,Active
CC1=CC=C(C=C1)C(=O)C2=C3C=CC=CC3=[N+](N2[C@@H](C)C(=O)N)[O-],Active
CC1=CC=C(C=C1)C2=C(C(=O)C3=C(N2)C=C(C=C3)C(=O)NCCCN4C=CN=C4)O,Active
CC1=CC=C(C=C1)C2=CSC3=NC4=C(C=CC(=C4)C(=O)N)C(=O)N23,Active
C1CC(N(C1)C2=NC(=CS2)C3=CC=C(C=C3)F)C4=NC5=CC(=C(C=C5N4CCCO)Cl)Cl,Active
CCN(CC)C(=O)C1=C(N(C(=O)C(C1)CC(=O)NC2CC2)CCCOC)C,Active
CC(C)(C)CC1=C(N=C2N1C=C(C=C2)Br)C3=CC(=CC=C3)Cl,Active
CC1=CN2C(=NC(=C2CC3=CSC=C3)C(C)(C)C)C=C1,Active
CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC=CC=C3OC)C4=CC=CO4,Active
CC1=CC2=NC(=C(N2C(=C1Br)C)CC3=CC=CC=C3)C(C)(C)C,Active
CC1=CC(=CN2C1=NC(=C2CC3=CC=CC=C3OC)C4=CC=CO4)Br,Active
CCCC1=C(N2C=CC3=CC=CC=C3C2=N1)CC4=CC(=CC=C4)F,Active
C1CC1[C@H]2C3=C(C[C@H](O2)CCC4=CC=CC=C4)NC(=S)NC3=O,Active
COC1=CC=CC=C1CC2=C(N=C3N2C=C(C=C3)Br)C4=CC(=CC=C4)Cl,Active
C1CCC(CC1)C2=C(N3C=CC4=CC=CC=C4C3=N2)CC5=CSC=C5,Active
CC1=CC=C(C=C1)S(=O)(=O)N(CC#C)C[C@@H]2[C@H]([C@H](CN3N2C(=O)C=CC3=O)OC(=O)NCC4CCCCC4)OC(=O)NCC5CCCCC5,Active
C1C(OC(C2=C1NC(=S)NC2=O)C3=CC(=CC=C3)C(F)(F)F)CCC4=CC=CC=C4,Active
CC1=CC=C(C=C1)CC2=C(N=C3N2C=CC(=C3)C)C4=CC=C(C=C4)F,Active
CC1=C(CC(C(=O)N1CC2=CC=C(C=C2)F)CC(=O)NCC3CCCCC3)C(=O)N4CCCCCC4,Active
CC1=CC=C(C=C1)S(=O)(=O)N(CC#C)C[C@@H]2[C@H]([C@H](CN3N2C(=O)C=CC3=O)OC(=O)NC4CCCC4)OC(=O)NC5CCCC5,Active
CC1=CC(=CN2C1=NC(=C2CC3=CC(=CC=C3)Cl)C4=CC=CO4)Br,Active
COC1=C(C=C(C=C1)CNC(=O)C[C@H]2C[C@@H]([C@]3(C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)Cl)CCC6CCCC6)C(=O)N7CCOCC7)OC,Active
CC1=CC(=CN2C1=NC(=C2CC3=CC=CC=C3)C4=CC(=CC=C4)Cl)Br,Active
CC1=CC=C(C=C1)C2=C(N3C=C(C=C(C3=N2)Cl)C(F)(F)F)CC4=CSC=C4,Active
CC1=CC=C(C=C1)C2=C(N3C=C(C=C(C3=N2)C)Br)CC4=CC(=CC=C4)F,Active
CC1=CC(=CN2C1=NC(=C2CC3=CSC=C3)C4=CC=CO4)Br,Active
C[C@@H](CCC=C(C)C)C[C@@H]1CC2=C([C@H](O1)C3=CC=C(C=C3)F)C(=O)NC(=S)N2,Active
C1=CC=C(C(=C1)CC2=C(N=C3N2C=C(C=C3)Br)C4=CC=C(C=C4)Cl)C(F)(F)F,Active
CC1=CN2C(=NC(=C2CC3=CC=CC=C3C(F)(F)F)C4=CC=CC=C4)C=C1,Active
CC[C@@]12[C@H](C[C@@H](C(=O)N1CCC3=C2NC4=C3C=CC(=C4)C5=CC=CO5)CC(=O)NCC67CC8CC(C6)CC(C8)C7)C(=O)N9CCN(CC9)C(=O)C1CC1,Active
CCCCN1C(=C(CC(C1=O)CC(=O)NC2CCCCC2)C(=O)N3CCOCC3)C,Active
C1=COC(=C1)C2=C(N3C=C(C=CC3=N2)Cl)CC4=CSC=C4,Active
CCOC(=O)[C@]12CCC=C1N(C(=O)[C@@H](C2)CC(=O)NCC34CC5CC(C3)CC(C5)C4)CC6=CC=CC=C6,Active
CC(C)N(C(C)C)C(=O)[C@H]1C[C@@H](C(=O)N2[C@@]1(C3=C(CC2)C4=C(N3)C=CC(=C4)Cl)C)CC(=O)NCCN5CCOCC5,Active
CC1=CN2C(=NC(=C2CC3=CC(=CC=C3)Cl)C4=CC=C(C=C4)C#N)C=C1,Active
COC1=CC2=C(C=C1)NC3=C2CCN4[C@]3([C@H](CC(C4=O)CC(=O)NCCC5=CCCCC5)C(=O)N6CCOCC6)CCC7CCCC7,Active
COC1=C(C=C(C=C1)C2=C(N3C=C(C=CC3=N2)Br)CC(=O)N4CCCC4)OC,Active
CCCCN1C(=C(CC(C1=O)CC(=O)NCCCCC2=CC=CC=C2)C(=O)N3CCCCCC3)C,Active
