Compiling models...
Starting GA...
[1;32mWrote molecules to file[0m
         11222460 function calls (10852263 primitive calls) in 73.218 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
       11    0.000    0.000    0.000    0.000 ast.py:1203(_write_constant)
        2    0.000    0.000    0.000    0.000 version_utils.py:38(__new__)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:10(CharsetMatch)
        1    0.000    0.000    0.005    0.005 transpiler.py:34(_wrap_into_factory)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 row_partition.py:52(RowPartition)
        1    0.000    0.000    0.000    0.000 base_parser.py:165(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 format.py:560(DataFrameFormatter)
        6    0.000    0.000    0.000    0.000 categorical.py:131(_cat_compare_op)
       28    0.000    0.000    0.000    0.000 common.py:146(classes)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _datasource.py:246(__init__)
        1    0.000    0.000    0.002    0.002 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:843(DataFrameIterator)
        1    0.000    0.000    0.000    0.000 linear_operator_block_diag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 export_output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:839(TPUExtended)
        1    0.000    0.000    0.001    0.001 api.py:222(initial_analysis)
        1    0.000    0.000    0.002    0.002 ImageEnhance.py:1(<module>)
        1    0.000    0.000    0.002    0.002 graph_util.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
       20    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 base_metric.py:214(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        1    0.000    0.000    0.000    0.000 dynamic_ragged_shape.py:1112(Spec)
        2    0.000    0.000    0.000    0.000 graph_view.py:29(__init__)
        4    0.000    0.000    0.003    0.001 templates.py:275(replace_as_expression)
       48    0.000    0.000    0.000    0.000 device_spec.py:34(_as_int_or_none)
        1    0.000    0.000    0.000    0.000 device_spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_context.py:1(<module>)
        4    0.000    0.000    0.024    0.006 six.py:164(_resolve)
        6    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
        7    0.000    0.000    0.000    0.000 ast.py:858(visit_Assign)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f4717e02560}
        1    0.000    0.000    0.000    0.000 cudnn_gru.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tf_utils.py:214(_is_atomic_shape)
        1    0.000    0.000    0.000    0.000 absltest.py:252(_monkey_patch_test_result_for_unexpected_passes)
        1    0.000    0.000    0.000    0.000 parameter_server_strategy.py:160(ParameterServerStrategyExtended)
        1    0.000    0.000    0.000    0.000 topology.py:1(<module>)
        2    0.000    0.000    0.000    0.000 summary_op_util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3070(__exit__)
        1    0.000    0.000    0.000    0.000 collective_util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 api.py:148(__init__)
        7    0.000    0.000    0.000    0.000 activity.py:546(_visit_arg_annotations)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blocks.py:861(take_nd)
        1    0.000    0.000    0.000    0.000 managers.py:944(take)
        6    0.000    0.000    0.000    0.000 common.py:164(_expand_user)
        4    0.000    0.000    0.000    0.000 common.py:224(stringify_path)
       10    0.000    0.000    0.000    0.000 config.py:579(_select_options)
        1    0.000    0.000    0.000    0.000 EState.py:1(<module>)
       58    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        3    0.000    0.000    0.000    0.000 ast.py:1505(visit_arguments)
       40    0.000    0.000    0.000    0.000 config_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 layer_normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_kronecker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:750(Lambda)
        1    0.000    0.000    0.000    0.000 call_trees.py:1(<module>)
        1    0.000    0.000    0.000    0.000 segment_id_ops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 series.py:661(name)
       16    0.000    0.000    0.000    0.000 common.py:1487(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       41    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       38    0.000    0.000    0.000    0.000 keras_tensor.py:139(type_spec)
        1    0.000    0.000    0.000    0.000 debug_gradients.py:1(<module>)
        1    0.000    0.000    0.003    0.003 shape_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:46(Beta)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
        1    0.000    0.000    0.000    0.000 keras_deps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autotrackable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doc_controls.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _flag.py:225(_parse_from_default)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
       10    0.000    0.000    0.000    0.000 config.py:650(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        3    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
       36    0.000    0.000    0.000    0.000 input_spec.py:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 ragged_batch_gather_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ragged_squeeze_op.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 common.py:1278(is_bool_dtype)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:216(array_function_from_dispatcher)
        7    0.000    0.000    0.006    0.001 dataclasses.py:1175(wrap)
        7    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        1    0.000    0.000    0.000    0.000 stacked_rnn_cells.py:1(<module>)
       36    0.000    0.000    0.000    0.000 saved_object_graph_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:165(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 base_preprocessing_layer.py:40(PreprocessingLayer)
        1    0.000    0.000    0.000    0.000 queue_runner_impl.py:33(QueueRunner)
        1    0.000    0.000    0.001    0.001 composite_tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:79(ParserBase)
       11    0.000    0.000    0.000    0.000 common.py:162(is_object_dtype)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 EState_VSA.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        7    0.000    0.000    0.000    0.000 dataclasses.py:549(<dictcomp>)
       32    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        1    0.000    0.000    0.000    0.000 merge_call_interim.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_adjoint.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2254(_IPv6Constants)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.000    0.000 shuffle_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:1799(_get_label_or_level_values)
       60    0.000    0.000    0.000    0.000 gradients_util.py:100(<genexpr>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        8    0.000    0.000    0.005    0.001 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:1(<module>)
        1    0.000    0.000    0.027    0.027 xla_sharding.py:1(<module>)
        1    0.000    0.000    0.002    0.002 text_format.py:1217(Tokenizer)
        1    0.000    0.000    0.000    0.000 decode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_rnn.py:38(RNN)
        2    0.000    0.000    0.001    0.000 base_serialization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 quantize_training.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conjugate_gradient.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cardinality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tpu_function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 version.py:257(Version)
        1    0.000    0.000    0.000    0.000 data_structures.py:178(TrackableDataStructure)
       20    0.000    0.000    0.000    0.000 base.py:925(__len__)
        1    0.000    0.000    0.000    0.000 Descriptors3D.py:1(<module>)
       26    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 ascii.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:1(<module>)
       17    0.000    0.000    0.000    0.000 transformer.py:130(exit)
        1    0.000    0.000    0.002    0.002 ragged_tensor_value.py:1(<module>)
        1    0.000    0.000    0.001    0.001 series.py:486(_init_dict)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:121(update)
        1    0.000    0.000    0.008    0.008 compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 group_normalization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 distributed_training_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 command_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ragged_conversion_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inplace_ops.py:1(<module>)
        7    0.000    0.000    0.000    0.000 directives.py:113(visit_Name)
        1    0.000    0.000    0.000    0.000 sharing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 polymorphic_function.py:129(called_with_tracing)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _dtype.py:344(_name_get)
       30    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 base_rnn.py:417(get_step_input_shape)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 pfor.py:208(WhileOp)
        1    0.000    0.000    0.000    0.000 func_graph.py:177(FuncGraph)
        1    0.000    0.000    0.000    0.000 _flagvalues.py:39(FlagValues)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        2    0.000    0.000    1.813    0.907 sequential.py:387(call)
        1    0.000    0.000    0.000    0.000 dataset_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3368(HashedCategoricalColumn)
        2    0.000    0.000    0.000    0.000 registration.py:177(decorator)
        9    0.000    0.000    0.000    0.000 deprecation.py:570(deprecated_arg_values)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
       24    0.000    0.000    0.000    0.000 monomorphic_function.py:2002(_get_gradient_function)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 RDLogger.py:23(logger)
        3    0.000    0.000    0.000    0.000 npyio.py:770(_check_nonneg_int)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       18    0.000    0.000    0.000    0.000 backend.py:1029(to_dense)
        3    0.000    0.000    0.000    0.000 load_library.py:100(_is_shared_object)
        1    0.000    0.000    0.001    0.001 spawn.py:1(<module>)
        1    0.000    0.000    0.005    0.005 analyzer_cli.py:1(<module>)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_tracer_report.py:219(TTReportHandle)
        1    0.000    0.000    0.000    0.000 xla_sharding.py:24(Sharding)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registration.py:1(<module>)
       40    0.000    0.000    0.000    0.000 tensor_shape.py:881(<genexpr>)
        3    0.000    0.000    0.000    0.000 tf_stack.py:95(__init__)
        2    0.000    0.000    0.000    0.000 tf_stack.py:98(update)
       29    0.000    0.000    0.000    0.000 _flagvalues.py:144(_flags)
        1    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        6    0.000    0.000    0.000    0.000 rnn_utils.py:89(is_multiple_state)
        1    0.000    0.000    0.000    0.000 training_v1.py:2884(_TrainingEndpoint)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 save_options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:612(__getattr__)
        1    0.000    0.000    0.000    0.000 series.py:4773(_reduce)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        2    0.000    0.000    0.000    0.000 executor.py:1(<module>)
       30    0.000    0.000    0.000    0.000 base_layer.py:3205(<genexpr>)
        1    0.000    0.000    0.000    0.000 heartbeat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cholesky_registrations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_toeplitz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet_multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4591(DatasetSpec)
        1    0.000    0.000    0.000    0.000 object_array.py:28(ObjectStringArrayMixin)
       11    0.000    0.000    0.000    0.000 construction.py:399(extract_array)
        2    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_no_nep50_warning)
        2    0.000    0.000    0.000    0.000 training_utils.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetShouldRecordBackprop}
        1    0.000    0.000    0.000    0.000 hashed_crossing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv2d.py:1(<module>)
        1    0.000    0.000    0.001    0.001 concatenate.py:1(<module>)
       12    0.000    0.000    0.001    0.000 base_layer.py:1202(stateful)
        1    0.000    0.000    0.000    0.000 lite.py:511(TFLiteConverterBase)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml_reporter.py:32(<dictcomp>)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_low_rank_update.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_def_to_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:275(LossScaleOptimizer)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saver.py:638(Saver)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1860(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
       15    0.000    0.000    0.000    0.000 _internal.py:917(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 time_distributed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 up_sampling1d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zero_padding3d.py:1(<module>)
        1    0.000    0.000    0.001    0.001 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 composite_tensor_gradient.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tf_stack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:800(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
        5    0.000    0.000    0.000    0.000 managers.py:172(blknos)
        2    0.000    0.000    0.000    0.000 generic.py:12183(_doc_params)
        1    0.000    0.000    0.002    0.002 dtypes.py:1043(IntervalDtype)
        4    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 wide_deep.py:32(WideDeepModel)
        1    0.000    0.000    0.000    0.000 image.py:449(DirectoryIterator)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permute.py:1(<module>)
        2    0.000    0.000    0.000    0.000 device_compatibility_check.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base_layer_utils.py:372(is_in_eager_or_tf_function)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:2884(EmbeddingColumn)
        1    0.000    0.000    0.000    0.000 sequential.py:47(Sequential)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.000    0.000 jit.py:1(<module>)
        5    0.000    0.000    0.000    0.000 parser.py:346(parse_expression)
        1    0.000    0.000    0.000    0.000 polymorphic_function.py:520(Function)
        1    0.000    0.000    0.000    0.000 numeric.py:282(_format_native_types)
        1    0.000    0.000    0.000    0.000 utils.py:243(maybe_convert_indices)
        5    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      111    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.enable}
        1    0.000    0.000    0.000    0.000 mol_graph.py:34(Atom)
        1    0.000    0.000    0.000    0.000 conv3d.py:1(<module>)
        3    0.000    0.000    0.000    0.000 object_identity.py:22(_ObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 student_t.py:42(StudentT)
       33    0.000    0.000    0.000    0.000 hlo_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 save_context.py:1(<module>)
        1    0.000    0.000    0.002    0.002 trace_type_builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:39(OpenpyxlWriter)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1504(squeeze)
        4    0.000    0.000    0.001    0.000 locale.py:587(getlocale)
       22    0.000    0.000    0.000    0.000 __init__.py:640(update)
        1    0.000    0.000    0.000    0.000 prelu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mel_ops.py:1(<module>)
       31    0.000    0.000    0.000    0.000 tfprof_log_pb2.py:6(<lambda>)
        1    0.000    0.000    0.001    0.001 exponential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3635(VocabularyListCategoricalColumn)
        1    0.000    0.000    0.003    0.003 cudnn_rnn_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cfg.py:202(<dictcomp>)
        1    0.000    0.000    0.005    0.005 parser.py:131(parse_entity)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 saver.py:94(BaseSaverBuilder)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:118(DescriptorPool)
        4    0.000    0.000    0.000    0.000 platform.py:812(uname)
        1    0.000    0.000    0.000    0.000 integer_lookup.py:1(<module>)
        2    0.000    0.000    0.002    0.001 optimizer.py:751(from_config)
        1    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtensor_device.py:45(DTensorDevice)
        1    0.000    0.000    0.000    0.000 control_flow_v2_toggles.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 tfconfig_cluster_resolver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 common.py:586(check_parent_directory)
        9    0.000    0.000    0.000    0.000 construction.py:676(_sanitize_ndim)
       24    0.000    0.000    0.000    0.000 function.py:44(__init__)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        7    0.000    0.000    0.004    0.001 dataclasses.py:1157(dataclass)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 image.py:58(Iterator)
        1    0.000    0.000    0.000    0.000 base_depthwise_conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_permutation.py:1(<module>)
       25    0.000    0.000    0.000    0.000 transformer.py:137(level)
       20    0.000    0.000    0.000    0.000 transformer.py:151(__setattr__)
        1    0.000    0.000    0.000    0.000 base.py:278(Trackable)
        1    0.000    0.000    0.000    0.000 default_types.py:272(NamedTuple)
        1    0.000    0.000    0.001    0.001 readers.py:1444(close)
        1    0.000    0.000    0.000    0.000 managers.py:1879(SingleBlockManager)
       29    0.000    0.000    0.000    0.000 config.py:811(inner)
       13    0.000    0.000    0.000    0.000 weakref.py:122(_commit_removals)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_py_exception_registry.PyExceptionRegistry_Init}
        1    0.000    0.000    0.000    0.000 elu.py:1(<module>)
        1    0.000    0.000    0.013    0.013 image_dataset.py:1(<module>)
       35    0.000    0.000    0.000    0.000 test_log_pb2.py:6(<lambda>)
        1    0.000    0.000    0.001    0.001 sbcharsetprober.py:1(<module>)
       26    0.000    0.000    0.000    0.000 reaching_definitions.py:116(init_state)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:1414(WhileContext)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:956(TensorArray)
        1    0.000    0.000    0.000    0.000 pytables.py:475(HDFStore)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.003    0.003 _tzpath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        7    0.000    0.000    0.000    0.000 dataclasses.py:1015(<listcomp>)
        3    0.000    0.000    0.000    0.000 csvs.py:168(_number_format)
        1    0.000    0.000    0.000    0.000 unit_normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kernelized.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:401(NonCallableMock)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1566(_BaseV6)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.001    0.001 tensor_tracer_report.py:1(<module>)
       12    0.000    0.000    0.000    0.000 transformer.py:124(__exit__)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'get' of 'DescriptorMapping' objects}
        1    0.000    0.000    0.000    0.000 text_encoding.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:11108(_logical_func)
        6    0.000    0.000    0.000    0.000 flags.py:85(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 data_structures.py:332(List)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        3    0.000    0.000    0.006    0.002 _datasource.py:431(exists)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       24    0.000    0.000    0.000    0.000 ast.py:1194(visit_Name)
        2    0.000    0.000    0.006    0.003 hooks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.001    0.001 ChemicalFeatures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cifar10.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tf_utils.py:226(_convert_shape)
       36    0.000    0.000    0.000    0.000 function_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 rpc_ops.py:50(Server)
        1    0.000    0.000    0.000    0.000 linear_operator_composition.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _policybase.py:1(<module>)
       28    0.000    0.000    0.000    0.000 tf_utils.py:255(shape_type_conversion)
        1    0.000    0.000    0.000    0.000 unique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 text_encoding.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 ops.py:718(BaseGrouper)
        7    0.000    0.000    0.000    0.000 series.py:611(name)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        2    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:866(is_package)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        2    0.000    0.000    0.000    0.000 model_serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gaussian_dropout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        4    0.000    0.000    0.003    0.001 training.py:764(_get_optimizer)
       36    0.000    0.000    0.000    0.000 control_flow_util.py:67(GetContainingXLAContext)
        1    0.000    0.000    0.000    0.000 debugger_cli_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 attrs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
